year,occupation,job_satisfaction,hours_worked,age,sex,highest_degree,stress_level,marital_status,race,work_status,num_children,income
2010,Healthcare,very dissatisfied,,35.0,male,high school,often,never married,black,working full time,3.0,"$25,000 or more"
2010,Services,moderately satisfied,,44.0,male,high school,sometimes,never married,black,working full time,1.0,"$25,000 or more"
2010,Services,very satisfied,,28.0,male,high school,sometimes,never married,black,working part time,2.0,"under $1,000"
2010,Other,moderately satisfied,,27.0,male,bachelor's,often,never married,white,working part time,0.0,"$15,000 to $19,999"
2010,Services,moderately satisfied,,38.0,male,bachelor's,often,married,white,working full time,1.0,"$25,000 or more"
2010,Wholesalers,a little dissatisfied,,35.0,female,less than high school,hardly ever,married,white,working part time,3.0,"under $1,000"
2010,Services,moderately satisfied,,25.0,female,bachelor's,sometimes,never married,white,working full time,0.0,"$25,000 or more"
2010,Services,moderately satisfied,,35.0,male,graduate,often,never married,other,working full time,0.0,"$25,000 or more"
2010,Healthcare,moderately satisfied,,41.0,female,bachelor's,often,married,white,working part time,2.0,"$25,000 or more"
2010,Education,moderately satisfied,,24.0,female,bachelor's,never,never married,black,working part time,0.0,"$20,000 to $24,999"
2010,Agriculture,very satisfied,,55.0,male,high school,sometimes,divorced,white,working full time,3.0,"$25,000 or more"
2010,Manufacturing,a little dissatisfied,40.0,58.0,male,bachelor's,always,married,white,"with a job, but not at work because of temporary illness, vacation, strike",2.0,"$25,000 or more"
2010,Services,very satisfied,,55.0,male,graduate,sometimes,divorced,white,working full time,0.0,"$25,000 or more"
2010,Wholesalers,very satisfied,,75.0,male,bachelor's,hardly ever,married,other,working part time,2.0,"$25,000 or more"
2010,Construction,very satisfied,,66.0,male,high school,hardly ever,divorced,white,working full time,0.0,"$25,000 or more"
2010,Services,very satisfied,,29.0,female,bachelor's,often,married,white,working full time,1.0,"$25,000 or more"
2010,Stores,very dissatisfied,,48.0,female,high school,sometimes,married,white,working full time,3.0,"$25,000 or more"
2010,Construction,moderately satisfied,,54.0,male,high school,often,married,white,working full time,8.0,"$25,000 or more"
2010,Healthcare,very satisfied,,45.0,male,high school,often,married,white,working full time,2.0,"$25,000 or more"
2010,Healthcare,moderately satisfied,,58.0,female,bachelor's,hardly ever,married,white,working full time,2.0,"$25,000 or more"
2010,Wholesalers,a little dissatisfied,,36.0,female,associate/junior college,often,married,black,working full time,0.0,"$25,000 or more"
2010,Services,very satisfied,,58.0,female,high school,hardly ever,divorced,other,working part time,2.0,"$25,000 or more"
2010,Education,very satisfied,,40.0,female,bachelor's,often,divorced,white,working full time,0.0,"$25,000 or more"
2010,Services,very satisfied,,44.0,female,high school,sometimes,married,white,working full time,0.0,"$25,000 or more"
2010,Education,very satisfied,,43.0,female,bachelor's,sometimes,married,white,working full time,2.0,"$25,000 or more"
2010,Wholesalers,very satisfied,,42.0,female,associate/junior college,hardly ever,divorced,black,working full time,3.0,"$25,000 or more"
2010,Education,moderately satisfied,,51.0,male,graduate,sometimes,never married,white,working full time,0.0,"$25,000 or more"
2010,Services,very satisfied,,45.0,female,high school,sometimes,married,white,working full time,2.0,"$25,000 or more"
2010,Education,very satisfied,,67.0,male,graduate,hardly ever,divorced,white,working part time,2.0,"$25,000 or more"
2010,Stores,a little dissatisfied,,19.0,female,high school,often,never married,white,working full time,0.0,"$25,000 or more"
2010,Services,very satisfied,,76.0,male,bachelor's,sometimes,married,white,working part time,3.0,"$25,000 or more"
2010,Services,very satisfied,,60.0,male,graduate,sometimes,divorced,white,working full time,0.0,"$25,000 or more"
2010,Healthcare,very satisfied,,47.0,male,graduate,sometimes,never married,white,working full time,1.0,"$25,000 or more"
2010,Services,very satisfied,,57.0,female,bachelor's,sometimes,never married,white,working full time,0.0,"$25,000 or more"
2010,Services,very satisfied,,43.0,male,bachelor's,sometimes,married,white,working full time,2.0,"$25,000 or more"
2010,Services,very satisfied,,45.0,female,bachelor's,sometimes,married,white,working full time,0.0,"$25,000 or more"
2010,Education,a little dissatisfied,,38.0,male,less than high school,hardly ever,married,white,working full time,2.0,"$10,000 to $14,999"
2010,Stores,moderately satisfied,,25.0,female,high school,hardly ever,married,white,working part time,0.0,"$25,000 or more"
2010,Healthcare,moderately satisfied,,37.0,female,bachelor's,sometimes,never married,other,working full time,0.0,"$25,000 or more"
2010,Manufacturing,moderately satisfied,,61.0,male,bachelor's,sometimes,married,black,working part time,0.0,"$25,000 or more"
2010,Government/Military,very satisfied,,47.0,male,bachelor's,sometimes,married,black,working full time,2.0,"$25,000 or more"
2010,Healthcare,very satisfied,,55.0,male,associate/junior college,sometimes,divorced,white,working full time,2.0,"$10,000 to $14,999"
2010,Healthcare,moderately satisfied,,48.0,female,high school,sometimes,married,black,working part time,2.0,"$25,000 or more"
2010,Manufacturing,very satisfied,,49.0,male,high school,often,married,white,working full time,2.0,"$25,000 or more"
2010,Education,very satisfied,,20.0,male,high school,always,never married,other,working part time,0.0,"$25,000 or more"
2010,Education,moderately satisfied,,24.0,male,high school,never,never married,other,working part time,0.0,"$3,000 to $3,999"
2010,Education,a little dissatisfied,,24.0,male,bachelor's,hardly ever,never married,white,working part time,0.0,"$1,000 to $2,999"
2010,Agriculture,very satisfied,,48.0,male,graduate,always,married,white,working full time,0.0,"$25,000 or more"
2010,Construction,a little dissatisfied,,54.0,female,bachelor's,often,divorced,white,working full time,0.0,"$25,000 or more"
2010,Construction,very dissatisfied,,30.0,male,high school,sometimes,married,other,working full time,3.0,"$25,000 or more"
2010,Education,very dissatisfied,,39.0,male,high school,often,divorced,white,working part time,2.0,"$25,000 or more"
2010,Services,very satisfied,,39.0,male,high school,hardly ever,never married,black,working full time,0.0,"$25,000 or more"
2010,Stores,very satisfied,,50.0,male,high school,never,never married,other,working full time,0.0,"$25,000 or more"
2010,Other,very satisfied,,51.0,female,high school,hardly ever,married,white,working full time,2.0,"$25,000 or more"
2010,Services,very dissatisfied,,20.0,female,high school,often,never married,other,working full time,0.0,"$15,000 to $19,999"
2010,Construction,very satisfied,,50.0,male,less than high school,sometimes,divorced,white,working part time,2.0,"$25,000 or more"
2010,Services,very satisfied,,72.0,female,high school,often,married,white,working part time,3.0,"$25,000 or more"
2010,Manufacturing,very satisfied,,62.0,male,bachelor's,often,married,white,working full time,2.0,"$25,000 or more"
2010,Manufacturing,very satisfied,,39.0,female,bachelor's,sometimes,married,white,working full time,1.0,"$25,000 or more"
2010,Other,moderately satisfied,,46.0,male,less than high school,sometimes,married,other,working full time,0.0,"$25,000 or more"
2010,Construction,very satisfied,,19.0,male,less than high school,sometimes,never married,white,working part time,0.0,"$25,000 or more"
2010,Education,very satisfied,,48.0,male,graduate,sometimes,divorced,white,working full time,3.0,"$25,000 or more"
2010,Services,moderately satisfied,,65.0,male,high school,hardly ever,married,white,working full time,3.0,"$25,000 or more"
2010,Services,a little dissatisfied,,38.0,female,bachelor's,often,divorced,black,working full time,1.0,"$25,000 or more"
2010,Services,moderately satisfied,,46.0,female,high school,hardly ever,never married,black,working full time,0.0,"$25,000 or more"
2010,Construction,moderately satisfied,,47.0,male,high school,hardly ever,never married,white,working full time,3.0,"$25,000 or more"
2010,Healthcare,very satisfied,,40.0,female,high school,sometimes,never married,black,working full time,2.0,"$25,000 or more"
2010,Services,a little dissatisfied,,56.0,male,associate/junior college,sometimes,divorced,white,working full time,2.0,"$25,000 or more"
2010,Education,very satisfied,8.0,37.0,female,less than high school,often,never married,black,"with a job, but not at work because of temporary illness, vacation, strike",8.0,"$8,000 to $9,999"
2010,Healthcare,moderately satisfied,,30.0,female,high school,sometimes,never married,other,working full time,2.0,"$25,000 or more"
2010,Services,moderately satisfied,,40.0,female,high school,hardly ever,never married,black,working full time,2.0,"$25,000 or more"
2010,Other,moderately satisfied,,27.0,male,high school,hardly ever,never married,other,working full time,0.0,"$25,000 or more"
2010,Other,very satisfied,,85.0,female,high school,hardly ever,widowed,white,working part time,3.0,"$7,000 to $7,999"
2010,Healthcare,moderately satisfied,,29.0,female,high school,sometimes,never married,black,working full time,3.0,"$25,000 or more"
2010,Healthcare,moderately satisfied,,28.0,female,bachelor's,hardly ever,never married,black,working full time,1.0,"$25,000 or more"
2010,Government/Military,moderately satisfied,,27.0,female,graduate,often,never married,black,working full time,0.0,"$25,000 or more"
2010,Services,very satisfied,,38.0,female,less than high school,sometimes,married,white,working full time,3.0,"$25,000 or more"
2010,Services,moderately satisfied,,32.0,male,less than high school,never,never married,other,working part time,0.0,"$5,000 to $5,999"
2010,Education,very satisfied,,67.0,female,graduate,hardly ever,married,white,working part time,2.0,"$25,000 or more"
2010,Stores,moderately satisfied,,69.0,female,high school,hardly ever,divorced,white,working part time,3.0,"$20,000 to $24,999"
2010,Services,very satisfied,,40.0,female,high school,often,divorced,white,working full time,2.0,"$25,000 or more"
2010,Healthcare,a little dissatisfied,,56.0,female,associate/junior college,always,married,white,working full time,2.0,"$25,000 or more"
2010,Services,very satisfied,,27.0,male,bachelor's,sometimes,never married,white,working full time,0.0,"$25,000 or more"
2010,Education,very satisfied,,35.0,female,graduate,often,never married,black,working full time,0.0,"$25,000 or more"
2010,Manufacturing,moderately satisfied,,51.0,male,high school,sometimes,divorced,white,working full time,3.0,"$25,000 or more"
2010,Services,very satisfied,,53.0,female,bachelor's,sometimes,married,white,working full time,2.0,"$25,000 or more"
2010,Stores,very satisfied,,40.0,female,high school,hardly ever,divorced,black,working full time,2.0,"$20,000 to $24,999"
2010,Services,very satisfied,,55.0,male,high school,sometimes,married,black,working full time,3.0,"$25,000 or more"
2010,Wholesalers,a little dissatisfied,,43.0,male,high school,sometimes,never married,black,working full time,4.0,"$20,000 to $24,999"
2010,Stores,very satisfied,,45.0,female,high school,sometimes,married,white,working full time,1.0,"$15,000 to $19,999"
2010,Services,very satisfied,,54.0,male,less than high school,never,separated,white,working full time,2.0,"$25,000 or more"
2010,Services,very satisfied,,46.0,female,high school,never,married,white,working full time,0.0,"$25,000 or more"
2010,Services,moderately satisfied,,40.0,male,high school,sometimes,divorced,white,working full time,2.0,"$20,000 to $24,999"
2010,Stores,moderately satisfied,,30.0,female,high school,always,never married,white,working full time,1.0,"$25,000 or more"
2010,Healthcare,very satisfied,,41.0,female,bachelor's,always,married,white,working full time,2.0,"$25,000 or more"
2010,Services,moderately satisfied,,38.0,female,high school,sometimes,divorced,white,working full time,4.0,"$25,000 or more"
2010,Manufacturing,moderately satisfied,,54.0,male,high school,sometimes,married,white,working full time,3.0,"$25,000 or more"
2010,Services,moderately satisfied,,37.0,female,high school,always,divorced,white,working full time,2.0,"$25,000 or more"
2010,Stores,a little dissatisfied,,20.0,female,high school,always,married,white,working part time,0.0,"$15,000 to $19,999"
2010,Healthcare,moderately satisfied,40.0,43.0,female,less than high school,often,married,black,"with a job, but not at work because of temporary illness, vacation, strike",4.0,"$25,000 or more"
2010,Wholesalers,moderately satisfied,,48.0,female,high school,sometimes,never married,black,working full time,2.0,"$25,000 or more"
2010,Construction,moderately satisfied,,43.0,male,high school,sometimes,never married,black,working full time,0.0,"$25,000 or more"
2010,Services,very satisfied,,67.0,male,bachelor's,sometimes,married,white,working full time,3.0,"$25,000 or more"
2010,Services,a little dissatisfied,,56.0,female,high school,often,divorced,white,working full time,4.0,"$25,000 or more"
2010,Services,very dissatisfied,,65.0,female,associate/junior college,sometimes,married,white,working part time,3.0,"$25,000 or more"
2010,Stores,moderately satisfied,,21.0,female,high school,sometimes,never married,black,working full time,1.0,"$10,000 to $14,999"
2010,Stores,very satisfied,,59.0,female,associate/junior college,never,married,white,working part time,1.0,"$25,000 or more"
2010,Manufacturing,very satisfied,,21.0,male,high school,hardly ever,never married,white,working full time,0.0,"$5,000 to $5,999"
2010,Education,moderately satisfied,,44.0,female,bachelor's,sometimes,divorced,white,working full time,1.0,"$25,000 or more"
2010,Services,moderately satisfied,,33.0,male,less than high school,sometimes,never married,white,working full time,1.0,"$25,000 or more"
2010,Services,very satisfied,,25.0,female,less than high school,sometimes,separated,white,working part time,2.0,"$10,000 to $14,999"
2010,Wholesalers,moderately satisfied,,26.0,male,high school,hardly ever,never married,white,working full time,0.0,"$25,000 or more"
2010,Government/Military,very satisfied,,28.0,female,high school,sometimes,separated,white,working full time,0.0,"$25,000 or more"
2010,Services,moderately satisfied,,29.0,male,high school,sometimes,married,other,working full time,4.0,"$8,000 to $9,999"
2010,Services,moderately satisfied,,43.0,female,less than high school,sometimes,never married,white,working full time,3.0,"$25,000 or more"
2010,Stores,very satisfied,,45.0,male,high school,hardly ever,married,white,working full time,3.0,"$25,000 or more"
2010,Services,moderately satisfied,,22.0,male,high school,hardly ever,never married,white,working part time,0.0,"$25,000 or more"
2010,Services,moderately satisfied,,29.0,female,bachelor's,hardly ever,never married,white,working full time,0.0,"$10,000 to $14,999"
2010,Services,very satisfied,,37.0,female,high school,often,never married,white,working full time,0.0,"$20,000 to $24,999"
2010,Construction,very satisfied,,56.0,male,high school,hardly ever,married,white,working full time,4.0,"$25,000 or more"
2010,Other,very satisfied,,26.0,female,high school,sometimes,never married,white,working full time,0.0,"$10,000 to $14,999"
2010,Services,very satisfied,,52.0,female,high school,always,separated,black,working full time,3.0,"$25,000 or more"
2010,Education,moderately satisfied,,54.0,male,less than high school,sometimes,never married,white,working full time,0.0,"$25,000 or more"
2010,Education,moderately satisfied,,50.0,female,high school,hardly ever,separated,other,working full time,2.0,"$25,000 or more"
2010,Education,very satisfied,40.0,59.0,male,high school,always,married,black,"with a job, but not at work because of temporary illness, vacation, strike",2.0,"$25,000 or more"
2010,Healthcare,moderately satisfied,,27.0,female,high school,sometimes,married,other,working full time,0.0,"$25,000 or more"
2010,Services,very satisfied,,60.0,female,graduate,hardly ever,married,white,working full time,1.0,"$25,000 or more"
2010,Other,very satisfied,,51.0,male,bachelor's,sometimes,married,white,working part time,1.0,"$25,000 or more"
2010,Services,very satisfied,,57.0,male,bachelor's,sometimes,divorced,black,working part time,0.0,"$25,000 or more"
2010,Services,very satisfied,,59.0,male,less than high school,hardly ever,married,white,working full time,5.0,"$25,000 or more"
2010,Services,moderately satisfied,,33.0,female,less than high school,never,married,white,working part time,3.0,"$4,000 to $4,999"
2010,Education,very satisfied,,43.0,female,bachelor's,often,married,other,working full time,2.0,"$25,000 or more"
2010,Wholesalers,moderately satisfied,,65.0,female,high school,sometimes,divorced,white,working full time,2.0,"$25,000 or more"
2010,Education,very satisfied,,61.0,female,graduate,hardly ever,married,white,working full time,3.0,"$25,000 or more"
2010,Services,moderately satisfied,,33.0,male,bachelor's,hardly ever,never married,black,working full time,0.0,"$25,000 or more"
2010,Government/Military,very satisfied,,46.0,male,graduate,often,married,white,working full time,2.0,"$25,000 or more"
2010,Government/Military,very satisfied,,27.0,female,graduate,hardly ever,married,other,working full time,0.0,"$25,000 or more"
2010,Services,very dissatisfied,,42.0,female,graduate,often,married,other,working full time,3.0,"$25,000 or more"
2010,Services,very satisfied,,46.0,female,bachelor's,often,married,white,working part time,5.0,"$25,000 or more"
2010,Stores,moderately satisfied,70.0,61.0,male,high school,often,divorced,white,"with a job, but not at work because of temporary illness, vacation, strike",2.0,"$25,000 or more"
2010,Services,a little dissatisfied,,40.0,male,high school,often,never married,white,working full time,0.0,"$25,000 or more"
2010,Healthcare,very satisfied,,47.0,female,graduate,often,married,white,working full time,3.0,"$25,000 or more"
2010,Services,very satisfied,,46.0,male,high school,sometimes,married,white,working full time,3.0,"$25,000 or more"
2010,Services,a little dissatisfied,,31.0,male,graduate,often,married,other,working full time,0.0,"$25,000 or more"
2010,Services,a little dissatisfied,,23.0,female,high school,often,married,white,working full time,0.0,"$25,000 or more"
2010,Services,moderately satisfied,,30.0,female,high school,sometimes,married,other,working part time,3.0,"$25,000 or more"
2010,Education,very satisfied,,62.0,male,graduate,hardly ever,married,other,working full time,0.0,"$25,000 or more"
2010,Healthcare,very satisfied,,62.0,female,bachelor's,hardly ever,divorced,white,working part time,0.0,"$25,000 or more"
2010,Stores,very satisfied,,60.0,male,high school,sometimes,married,white,working full time,6.0,"$25,000 or more"
2010,Stores,very satisfied,,35.0,female,high school,sometimes,married,white,working full time,2.0,"$25,000 or more"
2010,Services,very satisfied,,20.0,female,high school,sometimes,never married,white,working part time,0.0,"$25,000 or more"
2010,Wholesalers,very satisfied,,39.0,male,associate/junior college,often,married,white,working full time,2.0,"$25,000 or more"
2010,Healthcare,very satisfied,,21.0,female,high school,hardly ever,never married,black,working full time,1.0,"$8,000 to $9,999"
2010,Manufacturing,very satisfied,,31.0,female,high school,never,married,other,working full time,2.0,"$25,000 or more"
2010,Construction,very satisfied,,25.0,male,high school,sometimes,never married,white,working full time,1.0,"$25,000 or more"
2010,Services,moderately satisfied,,61.0,male,bachelor's,sometimes,married,white,working full time,2.0,"$25,000 or more"
2010,Services,very satisfied,,39.0,male,bachelor's,sometimes,married,white,working full time,3.0,"$25,000 or more"
2010,Services,very satisfied,,47.0,female,graduate,often,married,white,working full time,0.0,"$25,000 or more"
2010,Services,moderately satisfied,,50.0,female,high school,sometimes,married,black,working full time,2.0,"$25,000 or more"
2010,Wholesalers,moderately satisfied,,50.0,male,graduate,sometimes,divorced,white,working full time,1.0,"$25,000 or more"
2010,Services,moderately satisfied,,40.0,male,less than high school,sometimes,divorced,other,working full time,8.0,"$10,000 to $14,999"
2010,Manufacturing,moderately satisfied,,49.0,male,high school,often,married,white,working full time,2.0,"$25,000 or more"
2010,Wholesalers,moderately satisfied,,53.0,male,associate/junior college,sometimes,divorced,white,working full time,2.0,"$25,000 or more"
2010,Manufacturing,very satisfied,,59.0,male,high school,sometimes,married,white,working full time,3.0,"$25,000 or more"
2010,Services,very satisfied,,70.0,male,bachelor's,often,divorced,white,working full time,2.0,"$25,000 or more"
2010,Healthcare,very satisfied,,53.0,female,bachelor's,always,married,white,working full time,0.0,"$25,000 or more"
2010,Healthcare,very satisfied,,62.0,female,bachelor's,sometimes,married,white,working full time,1.0,"$25,000 or more"
2010,Services,very satisfied,,71.0,male,less than high school,often,married,white,working full time,6.0,"$25,000 or more"
2010,Wholesalers,very satisfied,,41.0,female,high school,hardly ever,married,white,working full time,3.0,"$25,000 or more"
2010,Services,moderately satisfied,,56.0,female,high school,sometimes,divorced,white,working part time,1.0,"$20,000 to $24,999"
2010,Services,moderately satisfied,,44.0,male,graduate,hardly ever,married,white,working full time,3.0,"$25,000 or more"
2010,Services,moderately satisfied,,39.0,male,bachelor's,sometimes,married,white,working full time,4.0,"$25,000 or more"
2010,Government/Military,moderately satisfied,,25.0,male,high school,never,never married,black,working full time,3.0,"$25,000 or more"
2010,Education,moderately satisfied,32.0,21.0,female,high school,sometimes,never married,black,"with a job, but not at work because of temporary illness, vacation, strike",1.0,"$20,000 to $24,999"
2010,Wholesalers,a little dissatisfied,,21.0,male,high school,often,never married,black,working part time,0.0,"$10,000 to $14,999"
2010,Services,moderately satisfied,,51.0,female,graduate,sometimes,married,white,working full time,2.0,"$25,000 or more"
2010,Manufacturing,moderately satisfied,,44.0,male,bachelor's,often,married,white,working full time,2.0,"$25,000 or more"
2010,Construction,very satisfied,,35.0,male,high school,sometimes,married,white,working full time,3.0,"$25,000 or more"
2010,Education,a little dissatisfied,45.0,47.0,female,associate/junior college,sometimes,never married,black,"with a job, but not at work because of temporary illness, vacation, strike",3.0,"$15,000 to $19,999"
2010,Services,a little dissatisfied,,41.0,female,high school,sometimes,divorced,black,working full time,1.0,"$20,000 to $24,999"
2010,Services,very satisfied,,34.0,male,graduate,often,married,white,working full time,3.0,"$25,000 or more"
2010,Services,moderately satisfied,,26.0,female,high school,sometimes,never married,white,working full time,2.0,"$15,000 to $19,999"
2010,Healthcare,very satisfied,,41.0,female,graduate,hardly ever,married,black,working part time,2.0,"$25,000 or more"
2010,Services,very satisfied,,32.0,female,bachelor's,sometimes,married,white,working part time,2.0,"$25,000 or more"
2010,Manufacturing,very satisfied,,48.0,male,bachelor's,sometimes,married,white,working full time,7.0,"$25,000 or more"
2010,Construction,moderately satisfied,,33.0,male,high school,sometimes,never married,other,working full time,1.0,"$25,000 or more"
2010,Services,moderately satisfied,,47.0,male,bachelor's,never,married,white,working part time,2.0,"$25,000 or more"
2010,Construction,very satisfied,,54.0,male,less than high school,always,married,white,working full time,8.0,"$25,000 or more"
2010,Services,moderately satisfied,,37.0,female,bachelor's,often,never married,white,working full time,0.0,"$25,000 or more"
2010,Stores,very satisfied,,43.0,male,less than high school,often,separated,other,working full time,6.0,"$20,000 to $24,999"
2010,Manufacturing,very satisfied,,31.0,male,less than high school,sometimes,married,white,working full time,3.0,"$15,000 to $19,999"
2010,Manufacturing,very satisfied,,33.0,male,high school,sometimes,never married,other,working full time,3.0,"$25,000 or more"
2010,Services,moderately satisfied,,31.0,female,less than high school,hardly ever,married,white,working part time,2.0,"$10,000 to $14,999"
2010,Construction,moderately satisfied,,58.0,male,high school,hardly ever,divorced,white,working full time,0.0,"$25,000 or more"
2010,Services,very satisfied,,40.0,male,high school,sometimes,divorced,white,working full time,0.0,"$25,000 or more"
2010,Services,very satisfied,,74.0,female,high school,hardly ever,widowed,white,working part time,6.0,"$20,000 to $24,999"
2010,Education,very satisfied,,58.0,female,graduate,hardly ever,married,white,working part time,3.0,"$25,000 or more"
2010,Other,very satisfied,,58.0,female,high school,hardly ever,married,white,working part time,3.0,"$25,000 or more"
2010,Healthcare,very satisfied,,62.0,female,high school,always,married,white,working full time,1.0,"$25,000 or more"
2010,Other,moderately satisfied,,31.0,male,high school,always,married,white,working full time,3.0,"$25,000 or more"
2010,Stores,very satisfied,,62.0,female,bachelor's,never,divorced,white,working part time,0.0,"$25,000 or more"
2010,Wholesalers,very satisfied,,46.0,male,high school,always,married,white,working full time,2.0,"$25,000 or more"
2010,Services,moderately satisfied,,44.0,male,associate/junior college,sometimes,divorced,white,working full time,1.0,"$25,000 or more"
2010,Agriculture,a little dissatisfied,,20.0,male,high school,often,never married,other,working part time,1.0,"$25,000 or more"
2010,Education,moderately satisfied,,21.0,male,high school,hardly ever,never married,white,working full time,0.0,"$1,000 to $2,999"
2010,Services,moderately satisfied,,25.0,female,bachelor's,hardly ever,married,white,working full time,0.0,"$5,000 to $5,999"
2010,Services,very satisfied,,24.0,female,high school,sometimes,married,white,working full time,1.0,"$25,000 or more"
2010,Education,very satisfied,,30.0,female,bachelor's,sometimes,never married,white,working full time,0.0,"$25,000 or more"
2010,Services,very satisfied,,68.0,male,high school,hardly ever,married,white,working full time,3.0,"$25,000 or more"
2010,Healthcare,very satisfied,,67.0,male,high school,hardly ever,divorced,white,working part time,1.0,"$25,000 or more"
2010,Services,very satisfied,,52.0,male,bachelor's,hardly ever,married,white,working full time,2.0,"$25,000 or more"
2010,Stores,a little dissatisfied,,32.0,female,bachelor's,sometimes,married,white,working full time,2.0,"$25,000 or more"
2010,Manufacturing,moderately satisfied,,43.0,male,bachelor's,often,married,white,working full time,2.0,"$25,000 or more"
2010,Services,very satisfied,,57.0,male,less than high school,often,married,white,working full time,1.0,"$25,000 or more"
2010,Healthcare,moderately satisfied,,23.0,female,high school,sometimes,never married,black,working part time,0.0,"$15,000 to $19,999"
2010,Stores,very satisfied,,31.0,male,high school,sometimes,never married,black,working full time,0.0,"$25,000 or more"
2010,Services,moderately satisfied,,46.0,male,high school,often,separated,white,working full time,1.0,"$25,000 or more"
2010,Manufacturing,moderately satisfied,,49.0,male,bachelor's,often,married,white,working full time,2.0,"$25,000 or more"
2010,Agriculture,very satisfied,,39.0,male,high school,sometimes,separated,white,working full time,2.0,"$25,000 or more"
2010,Manufacturing,very satisfied,,54.0,male,high school,sometimes,widowed,white,working full time,3.0,"$25,000 or more"
2010,Other,very satisfied,,56.0,male,high school,hardly ever,married,white,working full time,1.0,"$25,000 or more"
2010,Manufacturing,very satisfied,,56.0,male,bachelor's,sometimes,married,black,working full time,3.0,"$25,000 or more"
2010,Manufacturing,very satisfied,,34.0,male,bachelor's,hardly ever,married,white,working full time,4.0,"$25,000 or more"
2010,Services,very satisfied,,30.0,female,high school,never,never married,black,working full time,0.0,"$25,000 or more"
2010,Healthcare,moderately satisfied,,42.0,male,associate/junior college,sometimes,divorced,white,working full time,1.0,"$25,000 or more"
2010,Services,very satisfied,,40.0,male,bachelor's,often,never married,black,working full time,2.0,"$25,000 or more"
2010,Services,very dissatisfied,,52.0,female,high school,sometimes,divorced,white,working full time,3.0,"$15,000 to $19,999"
2010,Education,moderately satisfied,,27.0,female,graduate,often,never married,white,working full time,0.0,"$25,000 or more"
2010,Stores,very satisfied,,34.0,male,high school,always,never married,other,working full time,0.0,"$25,000 or more"
2010,Services,very satisfied,,41.0,female,bachelor's,always,married,white,working full time,2.0,"$25,000 or more"
2010,Education,very satisfied,,75.0,male,high school,sometimes,married,white,working part time,1.0,"$25,000 or more"
2010,Construction,very satisfied,,45.0,male,high school,sometimes,married,white,working part time,4.0,"$20,000 to $24,999"
2010,Healthcare,moderately satisfied,,31.0,female,bachelor's,sometimes,never married,black,working full time,1.0,"$25,000 or more"
2010,Healthcare,very satisfied,,28.0,female,high school,always,married,white,working full time,2.0,"$15,000 to $19,999"
2010,Services,moderately satisfied,,37.0,female,associate/junior college,sometimes,married,white,working part time,3.0,"$8,000 to $9,999"
2010,Wholesalers,very dissatisfied,,25.0,male,high school,often,married,white,working full time,0.0,"$25,000 or more"
2010,Stores,very dissatisfied,,69.0,female,less than high school,always,married,white,working part time,2.0,"$8,000 to $9,999"
2010,Healthcare,very satisfied,,53.0,female,less than high school,hardly ever,married,white,working full time,1.0,"$1,000 to $2,999"
2010,Education,moderately satisfied,50.0,59.0,female,graduate,sometimes,never married,white,"with a job, but not at work because of temporary illness, vacation, strike",0.0,"$25,000 or more"
2010,Education,moderately satisfied,,60.0,female,bachelor's,often,divorced,white,working full time,2.0,"$25,000 or more"
2010,Healthcare,very satisfied,,26.0,female,high school,never,never married,white,working part time,0.0,"$20,000 to $24,999"
2010,Other,a little dissatisfied,,55.0,female,high school,often,divorced,white,working full time,2.0,"$15,000 to $19,999"
2010,Education,very satisfied,,57.0,female,associate/junior college,hardly ever,married,white,working part time,2.0,"$25,000 or more"
2010,Services,moderately satisfied,,40.0,male,bachelor's,often,married,white,working full time,2.0,"$25,000 or more"
2010,Services,moderately satisfied,,24.0,female,high school,sometimes,married,white,working full time,1.0,"$25,000 or more"
2010,Healthcare,very satisfied,,51.0,female,bachelor's,often,never married,white,working full time,0.0,"$25,000 or more"
2010,Services,very satisfied,,37.0,female,high school,sometimes,divorced,white,working full time,1.0,"$25,000 or more"
2010,Healthcare,moderately satisfied,,55.0,female,high school,hardly ever,married,white,working full time,1.0,"$25,000 or more"
2010,Services,very satisfied,,38.0,female,bachelor's,often,never married,white,working full time,0.0,"$25,000 or more"
2010,Services,very satisfied,,25.0,male,high school,always,married,white,working full time,0.0,"$25,000 or more"
2010,Services,a little dissatisfied,,21.0,female,high school,sometimes,never married,white,working full time,0.0,"$3,000 to $3,999"
2010,Stores,very dissatisfied,,23.0,female,high school,sometimes,never married,black,working part time,0.0,"$5,000 to $5,999"
2010,Manufacturing,very satisfied,,45.0,male,high school,sometimes,married,white,working full time,2.0,"$25,000 or more"
2010,Services,a little dissatisfied,,50.0,female,associate/junior college,always,married,black,working full time,2.0,"$20,000 to $24,999"
2010,Services,moderately satisfied,,49.0,female,less than high school,hardly ever,married,white,working full time,2.0,"$25,000 or more"
2010,Services,very dissatisfied,,27.0,female,bachelor's,often,never married,white,working full time,0.0,"$25,000 or more"
2010,Government/Military,moderately satisfied,,35.0,male,bachelor's,sometimes,married,white,working full time,0.0,"$25,000 or more"
2010,Education,moderately satisfied,,34.0,female,graduate,hardly ever,married,white,working full time,1.0,"$25,000 or more"
2010,Manufacturing,very satisfied,,29.0,female,graduate,sometimes,never married,other,working full time,0.0,"$15,000 to $19,999"
